k,donor,assay,prefix,train_rows,train_unique,dev_rows,dev_unique,n_test_files,test_rows_mean,test_leaked_frac_mean,test_leaked_frac_min,test_leaked_frac_max,dev_leaked_frac,train_within_dup_frac,label_conflict_seqs_in_test_mean
6,enc004,H3K4me1,enc004_H3K4me1,1945,1348,243,227,10,244.0,0.8827868852459015,0.39344262295081966,0.9713114754098361,0.3662551440329218,0.30694087403598974,3.6
6,enc001,H3K4me3,enc001_H3K4me3,8315,4657,1039,845,10,1040.0,0.9253846153846155,0.6067307692307692,0.9692307692307692,0.575553416746872,0.43992784125075163,62.7
6,enc002,H3K4me3,enc002_H3K4me3,5443,3228,680,575,10,681.0,0.9133627019089575,0.5565345080763583,0.9588839941262849,0.4985294117647059,0.40694469961418334,29.8
6,enc003,H3K4me3,enc003_H3K4me3,12046,7226,1506,1241,10,1506.0,0.9140770252324038,0.545816733067729,0.9588313413014609,0.5132802124833997,0.40013282417399965,127.6
6,enc004,H3K4me3,enc004_H3K4me3,9300,4994,1163,944,10,1163.0,0.9294926913155633,0.6190885640584695,0.9785038693035254,0.5915735167669819,0.46301075268817204,94.8
6,enc001,H3K9me3,enc001_H3K9me3,283,214,35,34,10,36.0,0.8805555555555555,0.3611111111111111,1.0,0.2571428571428571,0.24381625441696114,0.6
6,enc002,H3K9me3,enc002_H3K9me3,126,113,16,16,10,16.0,0.84375,0.125,1.0,0.125,0.10317460317460317,0.3
6,enc003,H3K9me3,enc003_H3K9me3,145,112,18,17,10,19.0,0.8631578947368421,0.2631578947368421,1.0,0.2777777777777778,0.22758620689655173,0.3
6,enc004,H3K9me3,enc004_H3K9me3,145,114,18,18,10,19.0,0.8789473684210527,0.2631578947368421,1.0,0.2777777777777778,0.21379310344827587,0.6
6,enc001,POLR2A,enc001_POLR2A,2694,2282,337,322,10,337.0,0.868545994065282,0.2818991097922849,0.9465875370919882,0.2522255192878338,0.15293244246473645,15.3
6,enc002,POLR2A,enc002_POLR2A,2744,2243,343,336,10,343.0,0.8664723032069972,0.3119533527696793,0.9475218658892128,0.22740524781341107,0.1825801749271137,17.6
6,enc003,POLR2A,enc003_POLR2A,3739,2559,467,416,10,468.0,0.8925213675213675,0.4358974358974359,0.9508547008547008,0.44539614561027835,0.3155924043861995,26.4
6,enc004,POLR2A,enc004_POLR2A,4624,3338,578,538,10,578.0,0.8842560553633219,0.39792387543252594,0.9550173010380623,0.3494809688581315,0.2781141868512111,46.3
6,enc001,POLR2AphosphoS5,enc001_POLR2AphosphoS5,5952,4935,744,725,10,744.0,0.8651881720430108,0.28897849462365593,0.9354838709677419,0.25,0.17086693548387097,48.2
6,enc002,POLR2AphosphoS5,enc002_POLR2AphosphoS5,1132,1074,142,142,10,142.0,0.8408450704225352,0.1056338028169014,0.9366197183098591,0.06338028169014084,0.05123674911660778,3.3
6,enc003,POLR2AphosphoS5,enc003_POLR2AphosphoS5,5310,4420,664,644,10,664.0,0.868222891566265,0.3207831325301205,0.9412650602409639,0.2876506024096386,0.16760828625235405,37.5
6,enc004,POLR2AphosphoS5,enc004_POLR2AphosphoS5,4809,3891,601,571,10,602.0,0.8702657807308969,0.33554817275747506,0.9401993355481728,0.324459234608985,0.19089207735495944,39.3
